"","H-soil","L-soil","C-soil","H2","L2","H1","L1","C"
"Bin_43_6",3.7835622537436,3.55359332726654,3.37841351411541,3.15062235910985,1.97370175931842,3.13354252171534,1.37012829651881,0.622475284903368
"Bin_43_8",4.0670191780768,3.74392479237628,3.41884141165866,3.08407647771343,1.64389938171629,3.23129531696828,1.45938514859194,0.705820494003455
"Bin_44_2",3.82734161806174,2.55710996162304,2.57983920724254,2.2989040377769,1.33234232318734,2.70883835477364,0.884073762871334,1.20503197820095
"Bin_44_3",3.69749590764429,3.07647207254688,2.99419938710596,1.91406363484176,1.12112323344245,1.99874314815807,0.578753180362317,1.32234689225772
"Bin_44_4",3.45098569672943,3.16989400630718,2.80117692333585,2.01715230711334,1.31516283080604,2.26893044235405,0.872671328685373,0.454796845783671
"Bin_44_5",3.41135747996371,2.85183031318796,2.5829194309392,2.26032775557792,1.6458389682851,2.82417663848506,1.46148274322753,0.495547491083047
"Bin_45_2",4.26680273489343,4.00348832784582,3.66989886883095,0.87920568079201,1.00471439080997,1.38042301363274,1.97537027551201,1.81854928334324
"Bin_45_3",3.94791426522933,3.74392479237628,3.68920263934108,0.583745540662584,1.57307936103991,0.346035540937841,2.6813486777474,2.60978666834104
"Bin_46_1",3.95668881845306,3.86886272622139,3.54026383179816,1.54839913840364,1.18559213788127,2.47586440287774,1.49771343389631,0.789574533274953
"Bin_46_3",3.91449179378064,3.57513305779172,3.23923383613418,1.37773326372374,0.756937120305948,2.65698294006593,1.36344036572826,0.396787501558137
"Bin_46_5",3.8615551923472,3.58255654100774,3.35952750740163,2.00529580693361,1.51703546693602,2.70192957669222,1.65488211776827,0.537417217666874
"Bin_46_6",3.83397269082264,3.55359332726654,3.35038479051517,1.49629072415541,1.77395110898016,3.00233713581348,2.67066253957739,0.37482458644897
"Bin_46_7",4.04479346245806,3.78968148017377,3.41884141165866,1.78881351829457,2.38716297194266,2.14913752898013,1.55696782117241,0.320961928571347
"Bin_47_1",3.79562765701159,3.64701526102685,3.16830295448245,0.798116375174896,0.971757858179928,0.868112358455875,1.26656221360427,1.5648951529417
"Bin_47_4",4.07883394936226,3.51347601266225,3.45184161180014,1.0028232635293,0.870381662744482,1.61370453169338,1.03861920938226,1.60196720119641
"Bin_47_5",3.89101238746093,3.46517207868975,3.31562238483266,1.35525838660246,0.956550565267819,1.67887505735024,0.850753179624541,1.85493996573097
"Bin_48_1",3.82734161806174,3.72273469054316,3.35038479051517,2.48301892633453,0.60419724537605,2.88715111141585,1.52451910048548,1.84839299226673
"Bin_48_2",4.17005330405836,4.1157712303674,3.77635352278745,2.44442796920677,0.919077446102936,3.28989025415646,2.10369688419232,2.59065027065411
"Bin_48_3",3.7660728060869,3.71251627211787,3.27575117221826,2.63423655012782,0.078932393311087,2.93770726571602,1.60837533608864,0.847215439687585
"Bin_48_4",4.09044397075882,3.78968148017377,3.36886785773068,2.15911068556588,0.637911181191439,2.1545805149318,0.921467795982919,1.83782352534801
"Bin_48_7",4.14146280243036,3.73320169058989,3.48755709382614,2.69553187688483,1.22547457473528,2.96423736362099,0.74033470728223,1.8547409878698
"Bin_48_8",3.88345866697325,3.56783433608527,3.45184161180014,2.20497398458951,0.78795578173708,2.22335691949444,0.549237529564026,1.95582036726612
"Bin_49_2",3.80803785856442,3.56065467233221,3.31562238483266,0.0777980998142682,0.675473591190238,0.278500388335924,0.986678827768656,1.70750597387892
"Bin_49_3",4.23210238398191,3.19369654108,2.9488405288965,0.993474611079152,1.48296092518938,0.6590948972692,0.608287626206602,1.60266648124625
"Bin_49_5",3.8986963801345,3.0883066479161,3.15081223074137,0.565353506288626,1.53614835304071,0.278756645367818,2.27203368403688,2.48452475137188
"Bin_4_10",3.51655249846483,3.67388748941165,3.28343744481288,2.08479799060449,0.645394201925314,2.46453586732365,0.230170446987797,0.69725449637398
"Bin_4_11",3.3868138128604,3.20297010473104,3.0187886520204,1.66459600331498,0.722199213562141,1.69031003604384,0.41249506399288,0.927173337227394
"Bin_4_12",3.58618743411093,3.2704383687312,2.9902330596414,0.915664631075962,-0.0761599913793966,1.14113304430262,-0.11539137230165,0.585866600875352
"Bin_4_14",3.55346438619981,3.09071254618899,2.71356239350469,1.55579056269897,0.483734239409406,2.31471347932469,0.603512675117893,0.671439930672506
