"","H-soil","L-soil","C-soil","H2","L2","H1","L1","C"
"Bin_4_2",3.82734161806174,3.62998125481627,3.22544581062542,1.21906626172081,0.506103151314722,1.58976331461997,0.822097730020167,0.933413237059806
"Bin_4_20_2",4.14146280243036,3.56065467233221,3.35038479051517,2.55515000664769,1.35817513511617,2.92816216048027,0.914519422923519,0.907209954429031
"Bin_4_24",3.52303367127566,3.34166324301032,2.852648668147,2.12320715778805,1.13583876773396,2.31573656990673,0.881790918768201,1.16753586025332
"Bin_4_3",3.6691622862202,3.52644150496972,3.22544581062542,1.40844666361939,0.236354542253936,1.91677348858049,0.733472126559356,0.724115743262242
"Bin_4_30",3.3773726093857,3.24218127134054,3.11254756033371,2.26919496079564,0.787536892510697,2.71265339835757,0.531120760179791,1.22978440877925
"Bin_4_31",2.77589678304762,3.50713628631464,2.92103595549824,2.22512195359572,0.838289570295208,2.39287409293309,0.38945550557137,1.0223357416782
"Bin_4_34",4.15552282425432,3.63841569370003,3.36886785773068,2.10609965189401,0.860825242895684,2.17892629457308,0.509542708614729,1.0828348438793
"Bin_50_1",3.82081027178359,3.47675312906224,3.18036724057987,0.162761270446294,0.806330862282853,0.968441065650277,1.42435010833022,2.03789501556485
"Bin_50_4",3.84754653277195,3.65578855622932,3.21871219217072,0.549687107437727,1.20556407877768,0.108213010661044,1.66240464116365,1.94585649765176
"Bin_51_4",3.54651500848605,0.0279446708526954,0.466581143236258,1.96080332045842,1.79016734285153,1.10287081303125,1.75144950574878,2.67060578215354
"Bin_51_6",3.3964659119803,-0.160166732979542,0.654119125402556,1.87260691284079,1.64896518706409,1.47909750645376,1.15409830378283,0.553422619057077
"Bin_52_2",0.94233183110468,0.953217757732136,0.791176321005761,2.13602072118167,2.03884188795951,1.12643034620173,2.38442267612352,3.57054488552553
"Bin_53_2",4.21538270736712,4.19997064075587,3.75287160746412,1.79322055010192,0.893504387308331,1.69660382431067,1.38078261041335,2.07747165368962
"Bin_53_5",4.0670191780768,3.8408360095319,3.65141478617915,1.22988225724411,1.4104053142423,1.61845991599679,1.07129830319323,1.65889871403046
"Bin_54_2",4.53313237964589,4.3045183235098,3.95244478184313,2.55776551194548,0.540378847038659,2.87122024406089,1.11762758282335,1.48830977596824
"Bin_54_7",4.80134291304558,4.74472749489669,4.18641901143181,2.09857846168918,0.994548622863783,3.03194501895868,0.258141985550811,0.68488810603794
"Bin_54_9",4.80134291304558,4.23210238398191,4.25336580106242,2.64372492546752,1.24969672079908,3.12686082814899,0.587640435676508,0.486425318244111
"Bin_55_1",3.54997579740366,3.39659469588096,3.05849800865261,0.60085221255641,3.03320520401696,0.295062138197736,3.59133782074723,3.73786228489702
"Bin_56_2",4.32422165832592,3.91462021678207,3.99023475819092,1.09060744493411,0.723555602422673,1.91311022634248,1.50383200293118,2.23074936162394
"Bin_56_3",4.47108329972234,3.93101310301555,3.70940673315683,0.979358609025483,0.579450630063189,1.89108217078389,0.967810754389029,1.26675449957695
"Bin_56_4",4.18442225167573,4.04479346245806,3.4634238830127,1.052406946758,0.748382976559414,0.882905242802165,1.58965403693285,1.87917520459453
"Bin_56_7",4.18442225167573,3.88358819756483,3.70940673315683,1.02504684547394,1.0280418059052,0.855604939227839,1.12663141914341,1.21202140890912
"Bin_57_6",3.94791426522933,3.86886272622139,3.37841351411541,1.33163084963735,2.62688929755916,0.202392424068271,3.2675829175811,3.92494965899538
"Bin_58_1",3.64688619562416,3.44835851550164,3.26077348845175,1.92028352641837,0.703850327022873,2.44444730410679,0.672744196739665,1.14472629308969
"Bin_58_2",3.69264304416429,3.48266156069065,3.13399873951154,1.45949350181012,0.60409298785379,2.85852608237891,0.658026135754482,1.46000152864264
"Bin_58_3",3.95668881845306,3.73320169058989,3.26077348845175,2.04282923779763,1.7641535236081,2.52563073965271,0.589403830107624,1.71752220017074
"Bin_58_4",3.73307248417192,3.2704383687312,3.25347477750711,1.23817762980104,0.349303208728777,2.13371106555125,0.540956337981979,0.255310738511181
"Bin_58_5",3.62158029401858,3.03211800758331,2.86430837538725,1.66185962045396,0.654817042099563,2.3509256987474,0.427321763429119,0.551330204096547
"Bin_58_7",4.21538270736712,3.65578855622932,3.40837673749285,1.30175170624491,1.08643001946369,1.71508723000468,1.03376089761648,0.909847704123911
"Bin_58_8",3.64256449765281,3.24561420035983,2.97092805214571,2.00764136196515,0.89664751623402,2.40780824804072,0.662806418488699,0.176801356148586
"Bin_58_9",3.73840172365266,3.54664496056149,3.17429353145949,1.46055991166671,0.808740472240913,2.10236917049466,0.0284419640732182,0.151436947698759
"Bin_59_2",3.85449282859034,3.66474475047621,3.26077348845175,1.25035529004328,0.835196164330821,2.17004771480144,0.401162326166645,1.3390030303283
"Bin_59_3",3.67840364056717,3.40150276836142,3.03599036147477,1.31803123240631,0.028651530861529,1.7748259651903,0.260440315932781,0.824950216654734
"Bin_5_11",4.10292299679058,3.93101310301555,3.61665148222798,2.41615819808275,1.96933892258873,2.88715111141585,1.28110095159388,0.87584474966302
"Bin_5_12",3.78955305717234,3.42170584168418,3.26819776587933,2.18309470415139,1.93689007677442,2.58659846531475,0.957456255610887,0.772738710669928
"Bin_5_3",3.66011348839931,3.40646583558239,3.12314043234519,1.56763110738585,1.44972321663539,1.98537543623223,0.460368965221546,0.668524030805222
"Bin_61_2",2.66870513793121,1.86857434127917,1.66352487598838,2.60802471551034,1.72413581918556,2.09707475043063,1.05602264203499,0.928097739585333
"Bin_62_6",4.00348832784582,3.7025327640254,3.51311208801287,1.68568772940744,1.28287971878637,0.533435522176236,1.75551614979395,2.07529381587842
"Bin_63_5",2.84002757416437,-0.322386899231279,2.41357766855195,3.64488961257116,3.87659267683969,3.24630895537646,3.82593437457138,3.87157488118952
"Bin_63_6",0.180421289390783,-0.406783818047749,0.633268987898242,3.48969633155114,3.74670077269811,2.56198735456919,2.26469722401775,4.07520400420209
"Bin_64_1",4.3045183235098,3.96577273922945,3.70940673315683,2.42731702010193,1.08911249983176,3.06086279500586,0.962016567854653,1.25512492043703
"Bin_64_2",4.28483264215154,3.80191777148024,3.40837673749285,1.96140701707326,0.83772085493465,2.30386500932444,0.360086163119334,0.764644830754376
"Bin_64_3",4.24872089601666,4.1157712303674,3.58446744047686,1.35309440964182,1.67821285708794,2.28223690729773,1.05081173339333,1.02220616354359
"Bin_64_4",4.3045183235098,3.88358819756483,3.55450477317109,1.61001054751432,0.887526563375208,2.57902065585053,1.01936912852301,0.746401883657088
"Bin_64_5",4.07883394936226,3.64701526102685,3.29923226806779,1.68511176539374,0.584263225707099,2.88524627575741,1.00785786944009,0.603999856613972
"Bin_64_7",3.97478837866851,3.93101310301555,3.58446744047686,1.08342766048816,0.403001051302484,2.28868519421298,0.906937502284963,0.382818530817015
"Bin_64_8",4.21538270736712,3.75491937391456,3.4634238830127,0.872927091040336,0.632281300143531,2.22772590688682,0.802261278223164,0.735506609906225
"Bin_65_1",3.66461432056404,3.38219685165036,3.18652776544774,0.132266609108079,2.93766888858012,0.51564064645236,3.67848856140461,3.97070552568837
"Bin_65_2",3.8615551923472,3.56783433608527,3.23923383613418,0.209630771871094,1.53369917013575,0.372953666073763,3.18698442914691,3.53920585930959
"Bin_65_4",3.46790839372106,3.18461686451382,2.84129412881707,-0.337996087549862,3.62398360794846,0.64565378439067,3.72473242270512,3.83206563747915
"Bin_65_7",3.22037465292462,3.04278888204394,2.69918720588188,-0.90646692681868,1.42466527056553,0.508014898197791,2.63391639199913,2.67190981873857
"Bin_66_2",3.69264304416429,3.36826105166321,3.1927769371535,0.342882445359131,0.239566608080864,1.19853563706946,1.50887873368585,1.50900064486454
"Bin_67_1",3.6691622862202,3.59011081529805,3.24629593763388,-0.349146100760821,3.42406087518771,1.44334661044269,4.1001794975729,4.31425826139774
"Bin_68_1",3.64688619562416,3.24218127134054,3.11781198562882,1.17620495486042,0.697425583947784,1.71850461645624,0.874079938002112,0.169346588414688
"Bin_68_2",3.46219475221792,3.19676623469198,2.90129191339551,1.29902232254345,0.891949568210715,1.80781069797363,-0.174742226272676,-0.190553312805691
"Bin_68_3",3.91449179378064,3.78968148017377,3.44056142086425,1.36298689493926,0.845629000651794,1.8416990674784,0.618654899846477,0.91493664540718
"Bin_68_4",3.62569717170618,3.46517207868975,3.0448541331089,1.14821957622905,0.744044924950925,1.38475389684641,0.200825909603384,0.647297890223234
"Bin_68_5",3.5713388619675,3.19985709206782,3.0539020948122,1.66624616740774,0.705435202382742,2.11059351907856,0.00423044933297331,0.593626477558314
"Bin_68_6",3.58242701091146,3.53307161231464,3.23923383613418,1.22324114872868,0.773278444941535,1.94735756868604,0.0445661750416693,0.42350039729944
"Bin_68_8",3.60156344241252,3.33738475360657,2.95974388863535,1.8029673500019,1.12881730505413,2.38140482765925,0.224192091554444,0.436223017635375
"Bin_68_9",3.62985159697827,3.26680353765662,3.13953082635388,1.52281637059569,0.785031993257428,1.78534352158273,0.415597120692561,1.03196058511355
"Bin_69_2",0.539180501115779,2.54871751558289,1.95827402304586,3.06220086049658,3.29701832835119,1.38580579235378,3.4866025912854,4.23284413391782
"Bin_6_11",3.73307248417192,3.63841569370003,3.14513489830244,1.79858534036957,0.426773096368171,2.18951934621356,0.578061620818037,1.03205462964451
"Bin_6_12",4.0670191780768,3.76620207435373,3.52647507644588,2.08544054298599,0.633169820697925,2.29571947176467,0.630921954585221,1.36525450736694
"Bin_6_2",3.8986963801345,3.7025327640254,3.26077348845175,1.96014023388208,1.34506668324651,2.58659846531475,0.656522170796785,1.08167829063689
"Bin_6_4",4.0670191780768,3.74392479237628,3.60026226373177,2.45691444758877,0.792071946391168,2.86482694361698,1.01277898550763,0.640218549909777
"Bin_6_5",3.9841291176201,3.65578855622932,3.41884141165866,2.12796808735456,0.554020421912727,2.55172618067084,1.09310121020057,0.97486553869926
"Bin_6_9",3.8615551923472,3.85462332293053,3.4634238830127,1.62317283003095,0.943235231223468,2.02704344929128,0.711046266161745,1.47004594620767
"Bin_70_1",3.74379476408731,3.43217169492591,3.21871219217072,1.52391802399454,0.46902694732813,2.17557553668231,0.197488490581341,0.24385365952708
"Bin_70_3",3.89101238746093,3.53980450868399,3.14513489830244,1.6703991786186,0.534119085801852,2.14479714040312,0.41255569957892,0.591967453040861
"Bin_70_4",3.66461432056404,3.51990965750165,3.16830295448245,1.0873739558223,0.573362718806563,2.94527934259317,0.198419920595513,0.639955025848493
"Bin_70_5",3.94791426522933,3.72273469054316,3.32405585179282,1.97740495441105,1.51493392988741,2.79081404794788,0.526675537565514,1.30432493916441
"Bin_70_6",4.14146280243036,3.80191777148024,3.77635352278745,1.41869601988971,0.537839994782065,2.20630765683335,0.55811005826408,-0.0819913137250241
"Bin_70_7",3.64256449765281,3.20926458570221,3.12314043234519,0.964967696977516,0.05312841441816,2.45880255386378,0.374235677469439,0.223184879494082
"Bin_70_8",3.51016522076117,3.49472653674399,3.23923383613418,0.809803304337496,-0.217692380017171,1.97801836106877,-0.353754921029264,0.342439390536992
"Bin_71_2_2",3.86873430321997,3.59779710073986,3.35952750740163,1.85703428716964,0.448096560902492,2.3311137214553,0.819738066256989,0.70647652534921
"Bin_71_3",3.88345866697325,3.71251627211787,3.22544581062542,2.55681260983573,0.780789927336063,2.81762101710527,0.880444409058957,0.934658383486518
"Bin_71_4",3.43737053906098,3.20926458570221,3.00224195917729,1.75923208708831,0.224195303084095,1.98144408222915,-0.192822900010092,-0.0844602950985126
"Bin_72_3",3.47662427200622,3.2221333057043,2.91435449452487,0.640077538513462,0.785299916625877,1.70449183614829,1.78395363094777,1.6825226687394
"Bin_72_5",3.56052519668322,3.35921357082107,2.93125511205866,0.463846014530746,1.38592538049264,1.38940138761212,2.30379507275281,1.92766387719899
"Bin_72_7",3.45098569672943,3.13647015567775,2.87025759613828,0.595986220076866,0.149327373500283,0.439713533448661,1.1704208816954,2.1205478239435
"Bin_72_9",2.58392777505717,2.13008322246268,2.95244439259288,0.97458733191196,-0.0587423497030593,1.58194141780925,1.38703828844651,2.35882930752148
"Bin_73_1",3.38206807951817,3.25256333160256,2.92103595549824,1.70363132789148,0.170575061114285,2.77874959902412,0.314749619753171,0.351574313044481
"Bin_73_2",3.74379476408731,3.57513305779172,3.12314043234519,1.92486873687775,0.944067509323292,2.71010639019464,0.464786359775476,0.794769097246081
"Bin_73_3",3.75479095091313,3.49472653674399,3.21871219217072,2.02407571892053,0.891689596841551,2.7641255178837,0.943038176012307,0.36768195644389
"Bin_73_4",3.68784380852438,3.37285749374767,3.1927769371535,1.49809548123553,0.530871711537636,2.06616329125346,0.0366378363615543,0.311414947923056
"Bin_73_5",3.62158029401858,3.53980450868399,3.21208209234889,1.44765494863063,0.457501113494482,2.43121905529145,-0.0286907591323021,0.111197571920448
"Bin_73_6",3.56770430755599,3.12326847118668,2.92441581496144,1.20479407890897,0.438068994064771,2.33484384978194,-0.0738473749118171,-0.0447735810864811
"Bin_73_7",3.8615551923472,3.34598526536286,3.11781198562882,0.819912102881159,0.37424930775073,1.66423453116735,-0.197539757875809,-0.132801810780838
"Bin_74_3",3.7835622537436,2.40796599455615,1.62423481872313,2.79979129866717,1.64821095716396,1.71207905692748,1.87561052623142,0.171804933821944
"Bin_75_1",3.74379476408731,2.78968255052501,2.42524435446309,2.55824282672159,0.808069603532395,2.19105398297377,1.71000492237041,1.3250075899528
"Bin_75_4",3.61750207592789,3.01354671583631,2.8302286097965,1.51567962826504,0.0273506161469129,2.07859135378785,-0.0534836590576678,1.78179044295907
"Bin_75_5",3.8986963801345,3.56065467233221,3.29923226806779,1.19775202073741,0.490273535864346,2.825831123299,0.870048405035846,3.28915603260496
"Bin_75_6",3.57500409038264,3.20610629065066,2.98240786620259,1.0725088931871,0.463451189025395,2.26435647564318,-0.342326091872626,2.69924260966228
"Bin_76_1",0.380458634530014,0.109291619734692,-0.236898430926247,-0.579412953765129,0.864866874558445,0.377012729207982,0.805170202964414,0.853313783250257
"Bin_76_2",3.25418847038039,3.00159286962846,2.45184210348424,0.0115706066040967,2.31698233619874,1.62384016589718,3.45270907028061,3.2180350660161
"Bin_77_1",3.67375838300453,3.37750206821086,3.16830295448245,0.681006369816691,0.239090808816767,2.1053561797694,0.523755052090542,0.673266276138091
"Bin_78_2",3.33725538617771,3.1727987900636,3.15081223074137,0.389969876993744,2.87302129497833,0.751232394909943,3.65918322608383,3.74663776016693
"Bin_79_1",3.80178843076186,3.41148627645389,3.26077348845175,2.33363330007542,1.31182871359983,2.47995622466625,1.30324004477602,-0.630465126129943
"Bin_79_2",3.87603408604662,3.61359200503829,3.24629593763388,1.9317540093344,0.969664630509963,2.52812912690973,1.07917832412418,-0.468688147359547
"Bin_79_3",3.44822806030756,3.19064906622212,3.04039963444293,1.84726389035626,1.19366117793388,2.56927125236192,0.416988296424714,-0.374067312623548
"Bin_79_4",3.49766712394885,3.39174254185297,3.16239388734871,2.61504261436722,1.51322204040428,2.69451621242558,1.11890765728088,-0.0930840293705716
"Bin_79_5",3.94791426522933,3.24561420035983,3.04039963444293,3.24173397645988,2.54147515777047,3.19105411782918,2.37081902637617,0.305454736963183
"Bin_79_6",3.8986963801345,3.53307161231464,3.50014665290707,2.3069946317863,1.342869376488,2.50693975806571,1.32372965424848,0.484248570435134
"Bin_7_11_1",3.16976429888395,0.0856727068209869,1.20078052528519,3.5485620606135,3.60652307245894,2.8032232398302,3.56185336375325,4.00568284733036
"Bin_7_14",2.75479095091313,0.0210752640338962,0.268782169472682,3.06911257886742,3.25696319952643,2.33430899539522,2.81438447738962,4.15801519540989
"Bin_7_3_2",3.51655249846483,0.440210737667939,0.418651237776526,3.33663269566259,3.39419090449712,2.14878869220264,3.00667004135662,4.18775530319963
"Bin_80_10",4.17005330405836,3.93101310301555,3.73059681072832,2.909590623043,2.20943949469295,2.53401505687648,2.34994350749089,-0.63448631135223
"Bin_80_4",4.94692155651658,5.34582345812204,NA,2.57355104077689,1.41907167308855,2.29866381563863,0.938113213698324,1.63554913841999
"Bin_80_8",4.94692155651658,4.86966623150499,4.4294570601181,1.9561231227218,0.721128287010602,2.29891008825111,0.598928423976142,0.905590228959599
"Bin_80_9",4.53313237964589,4.39147396642281,NA,2.90798504297082,1.80396825364037,2.72168823263804,0.662639317771528,-0.0860930908971001
"Bin_8_1",-0.0424934604377226,2.90823459003822,2.46225178253423,2.25471311204934,2.74025015666007,2.24630933825715,3.42248522222664,3.72714004139594
"Bin_8_15",0.0234470777128585,2.40002429559111,1.86906131082418,3.64488961257116,4.14327110961712,2.88052042087831,3.99287979986687,3.97819485323488
"Bin_8_7_2",0.0658454668519259,3.4428947967123,3.33265540075451,3.23036424221025,3.53562075412056,2.35539146821354,4.25884840114821,4.48280410205003
"Bin_8_9",0.195757966294127,2.93774489365152,3.16830295448245,3.07535017069685,3.29180522982631,1.87140447065118,3.83527250376512,4.62342304294349
"Bin_9_12",3.44276597221042,3.27779894254177,3.0678378620667,2.98238492884431,2.17714459206237,3.00109449721425,2.54154315731162,0.0518887217761552
"Bin_9_14",3.70240361102233,3.50088639964844,3.21208209234889,3.28025616350592,2.81710908332312,3.2733208675076,3.00110233431143,0.362967849565974
"Bin_9_15",3.72780784798679,3.58255654100774,3.26819776587933,3.00851564022526,1.68089589866496,3.25960493703283,1.50665803198326,0.338687646764342
"Bin_9_16",3.87603408604662,3.1206758460202,2.98630262829303,2.94128062216345,2.10244394090686,2.9096788007967,3.04573432880595,-0.0631586218105758
"Bin_9_7",4.11520463605102,3.73320169058989,3.48755709382614,3.21169443045176,2.34899806399932,3.44825244147841,2.68467318064663,0.765921603442738
